College_ID,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement,Gender,MBA_Percentage,SSC_Percentage,HSC_Percentage,Salary,placement_success,Specialization
CLG0064,94,9.7,10.03,10,Yes,5,5,0,No,Male,79.46,99.41,60.49,0,Unplaced,Operations
CLG0047,91,5.7,6.19,2,No,0,6,4,No,Male,89.54,97.61,96.32,0,Unplaced,Finance
CLG0009,101,5.36,5.48,8,Yes,2,8,3,No,Female,94.67,78.16,84.67,0,Unplaced,IT
CLG0035,123,7.79,8.07,5,No,1,5,4,Yes,Female,85.05,84.95,83.58,300000,Average,Finance
CLG0047,81,6.45,6.49,10,Yes,1,2,5,No,Female,86.76,90.07,73.36,0,Unplaced,Operations
CLG0088,77,9.14,8.9,4,No,3,7,3,No,Female,65.05,86.05,68.83,0,Unplaced,IT
CLG0082,102,8.36,8.21,3,No,6,5,3,No,Female,97.83,84.99,77.78,0,Unplaced,HR
CLG0017,100,9.85,10.24,9,No,2,2,0,No,Female,65.3,97.93,56.03,0,Unplaced,HR
CLG0001,102,6.27,5.83,10,No,6,6,4,No,Female,90.99,79.82,72.74,0,Unplaced,Finance
CLG0055,103,7.43,7.52,7,Yes,8,7,0,No,Male,70.59,81.82,72.77,0,Unplaced,Finance
CLG0011,96,7.51,7.38,7,No,3,8,2,No,Male,97.34,92.46,76.92,0,Unplaced,Operations
CLG0033,122,6.2,6.09,6,No,6,3,2,No,Female,88.8,83.49,81.73,0,Unplaced,Operations
CLG0070,75,7.95,8.33,9,Yes,0,4,2,No,Male,90.15,86.65,97.87,0,Unplaced,Marketing
CLG0056,87,7.22,7.57,3,Yes,1,6,2,No,Male,68.76,61.71,82.61,0,Unplaced,Operations
CLG0064,98,7.23,7.33,1,No,7,3,3,No,Female,77.72,68.56,94.19,0,Unplaced,Marketing
CLG0093,75,6.81,6.58,7,Yes,2,6,5,No,Male,84.71,57.37,77.82,0,Unplaced,IT
CLG0058,97,5.08,5.06,9,No,4,9,2,No,Male,90.8,75.29,81.35,0,Unplaced,Finance
CLG0020,124,7.61,7.52,6,Yes,7,5,0,No,Male,64.16,72.79,53.49,0,Unplaced,IT
CLG0018,100,6.68,6.53,10,No,4,2,5,No,Male,98.49,99.86,56.66,0,Unplaced,Operations
CLG0078,103,5.01,4.61,2,Yes,0,10,4,No,Male,95.61,80.56,78.98,0,Unplaced,IT
CLG0045,81,6.54,6.58,8,No,1,2,4,No,Female,70.81,89.32,69.79,0,Unplaced,IT
CLG0043,90,6.39,6.19,9,Yes,9,7,0,No,Female,92.91,66.7,89.94,0,Unplaced,IT
CLG0020,94,6.97,7.13,10,No,10,4,1,No,Female,80.73,91.58,77.16,0,Unplaced,Operations
CLG0057,95,5.66,5.48,8,No,2,9,1,No,Male,78.47,80.75,94.11,0,Unplaced,IT
CLG0082,119,7.54,7.47,9,No,9,9,1,No,Female,72.58,84.85,98.62,0,Unplaced,Marketing
CLG0027,108,8.46,8.01,1,Yes,1,6,1,No,Male,83.24,64.72,57.38,0,Unplaced,Operations
CLG0018,83,8.15,8.64,3,No,8,10,3,Yes,Male,89.2,77.43,69.74,400000,Average,IT
CLG0017,103,9.02,9.03,3,No,4,5,3,No,Male,76.44,81.7,83.25,0,Unplaced,Operations
CLG0060,107,7.26,6.78,9,No,0,7,4,No,Male,85.17,79.45,65.27,0,Unplaced,HR
CLG0089,117,7.6,7.64,3,No,10,5,4,No,Female,87.97,95.76,63.35,0,Unplaced,Marketing
CLG0005,123,9.05,9.42,10,Yes,10,9,3,Yes,Female,88.44,94.91,90.69,1000000,High,IT
CLG0006,84,7.14,7.41,1,Yes,10,9,3,No,Male,62.08,98.55,99.02,0,Unplaced,HR
CLG0100,87,8.51,8.71,3,No,7,7,4,No,Female,94.39,83.37,88.69,0,Unplaced,HR
CLG0097,81,7.17,6.81,2,Yes,2,4,0,No,Male,78.33,98.6,76.18,0,Unplaced,Operations
CLG0015,96,7.09,7.25,9,No,10,1,3,No,Female,70.5,91.62,72.13,0,Unplaced,HR
CLG0039,106,8.8,9.07,1,No,8,4,0,No,Female,69.67,63.54,76.98,0,Unplaced,Marketing
CLG0080,114,5.87,5.94,2,No,8,3,2,No,Male,79.32,71.37,73.14,0,Unplaced,Marketing
CLG0039,98,6.69,7.08,1,Yes,5,1,0,No,Female,95.47,61.92,75.14,0,Unplaced,Finance
CLG0088,95,6.12,5.9,9,No,3,10,0,No,Male,75.13,50.21,60.17,0,Unplaced,Marketing
CLG0021,102,6.8,6.54,7,No,8,4,3,No,Female,89.99,59.4,95.19,0,Unplaced,HR
CLG0013,87,6.15,6.52,1,No,10,7,2,No,Male,63.87,50.2,87.73,0,Unplaced,Marketing
CLG0029,131,7.9,8.03,10,Yes,8,2,1,No,Male,79.04,85.99,84.05,0,Unplaced,Operations
CLG0098,75,8.99,8.49,6,Yes,1,7,0,No,Female,99.67,71.28,97.5,0,Unplaced,Finance
CLG0005,102,8.93,8.78,5,Yes,9,6,2,No,Female,90.82,65.63,64.22,0,Unplaced,HR
CLG0067,130,6.82,7.18,10,Yes,5,9,2,Yes,Male,68.42,88.09,54.06,600000,Unplaced,Finance
CLG0021,100,9.94,9.47,5,No,10,2,3,No,Female,80.06,91.62,91.31,0,Unplaced,HR
CLG0009,97,7.97,7.47,4,No,3,6,2,No,Female,69.34,98.76,99.92,0,Unplaced,Operations
CLG0067,94,7.0,6.78,3,No,2,6,5,No,Male,76.38,82.1,78.92,0,Unplaced,Finance
CLG0044,97,9.18,9.59,8,No,9,6,1,No,Male,91.2,73.08,52.94,0,Unplaced,IT
CLG0062,120,8.65,9.05,7,Yes,5,3,3,Yes,Female,90.85,65.26,89.02,1000000,High,HR
CLG0094,66,8.75,8.77,5,No,10,6,5,No,Male,69.12,61.12,53.69,0,Unplaced,IT
CLG0067,123,5.98,6.03,9,No,7,9,0,No,Male,96.89,60.65,77.0,0,Unplaced,Finance
CLG0062,78,7.34,7.17,7,No,8,3,3,No,Male,83.7,70.46,63.88,0,Unplaced,IT
CLG0062,96,9.31,9.05,10,Yes,8,2,0,No,Female,75.2,99.59,95.75,0,Unplaced,IT
CLG0060,93,7.52,7.84,2,No,1,8,3,No,Female,80.08,50.04,72.57,0,Unplaced,Finance
CLG0049,108,8.42,8.03,7,No,7,3,2,No,Male,84.2,59.86,94.92,0,Unplaced,Operations
CLG0039,76,7.94,7.93,7,No,10,5,1,No,Female,82.4,59.42,64.95,0,Unplaced,IT
CLG0041,106,9.21,9.34,4,No,7,5,3,No,Male,79.46,85.86,69.37,0,Unplaced,IT
CLG0050,130,6.42,6.02,8,Yes,4,2,5,No,Female,80.2,67.62,97.36,0,Unplaced,Operations
CLG0098,79,7.88,7.9,4,Yes,3,2,4,No,Male,67.06,72.86,60.07,0,Unplaced,IT
CLG0017,102,5.62,5.7,7,No,8,6,2,No,Male,92.51,57.43,78.93,0,Unplaced,IT
CLG0053,90,8.45,8.69,4,No,3,2,3,No,Female,81.67,70.25,69.43,0,Unplaced,IT
CLG0055,106,8.66,8.39,8,No,9,6,2,No,Male,65.24,55.16,88.71,0,Unplaced,Marketing
CLG0078,100,5.21,5.0,3,Yes,3,7,4,No,Female,90.65,76.65,56.46,0,Unplaced,Operations
CLG0075,90,8.38,8.45,2,No,2,4,5,No,Female,97.3,54.9,71.86,0,Unplaced,IT
CLG0056,107,7.07,7.55,10,No,9,10,2,No,Male,97.89,89.53,84.95,0,Unplaced,Operations
CLG0001,127,5.62,5.34,6,Yes,2,4,2,No,Male,74.76,78.33,70.35,0,Unplaced,HR
CLG0065,97,7.1,7.59,7,No,2,3,3,No,Female,65.42,86.2,52.93,0,Unplaced,HR
CLG0064,110,5.97,6.18,7,Yes,10,1,2,No,Male,80.74,70.93,85.26,0,Unplaced,IT
CLG0052,80,7.08,7.41,6,Yes,6,4,5,No,Male,64.5,69.07,75.16,0,Unplaced,Operations
CLG0015,85,6.92,6.51,8,No,4,3,3,No,Male,97.36,54.91,50.57,0,Unplaced,Operations
CLG0002,107,8.69,8.49,6,Yes,8,8,1,No,Male,67.34,76.19,80.63,0,Unplaced,Operations
CLG0012,122,8.87,8.43,6,No,1,5,4,Yes,Male,70.11,75.73,95.99,800000,Unplaced,Marketing
CLG0045,105,8.04,7.91,3,No,3,7,5,No,Female,76.27,73.41,55.55,0,Unplaced,HR
CLG0057,95,5.11,5.59,2,No,1,3,5,No,Female,75.33,87.03,79.53,0,Unplaced,Operations
CLG0042,99,9.66,9.27,7,Yes,10,3,0,No,Male,91.79,91.63,86.43,0,Unplaced,Operations
CLG0002,81,8.43,8.49,6,Yes,7,6,4,No,Male,78.25,87.54,53.54,0,Unplaced,Marketing
CLG0087,109,5.17,4.68,1,No,3,10,2,No,Male,66.83,57.19,51.13,0,Unplaced,Marketing
CLG0062,113,9.09,9.3,2,No,0,4,5,Yes,Female,70.69,81.1,73.21,800000,Unplaced,Operations
CLG0034,93,6.0,5.7,2,Yes,9,8,3,No,Male,80.36,54.02,89.56,0,Unplaced,Finance
CLG0017,92,7.9,7.53,1,Yes,2,3,0,No,Female,65.9,84.73,58.04,0,Unplaced,Operations
CLG0041,103,7.33,7.17,3,Yes,6,5,0,No,Female,84.47,69.09,91.83,0,Unplaced,Operations
CLG0078,93,7.1,7.37,5,No,2,1,5,No,Female,82.63,56.62,82.83,0,Unplaced,Marketing
CLG0075,99,9.45,9.06,4,No,4,1,2,No,Male,88.59,93.1,66.61,0,Unplaced,Marketing
CLG0084,131,7.19,6.92,2,Yes,1,8,5,Yes,Female,97.51,80.7,75.79,1200000,High,Operations
CLG0071,96,5.38,4.89,8,No,7,7,0,No,Male,96.49,67.74,98.28,0,Unplaced,Operations
CLG0065,94,9.73,10.2,9,Yes,3,1,3,No,Female,97.84,51.54,60.82,0,Unplaced,Operations
CLG0015,90,9.6,9.69,8,No,0,6,2,No,Male,69.79,76.87,74.98,0,Unplaced,Marketing
CLG0038,111,8.42,8.64,7,No,3,2,5,Yes,Female,65.26,96.16,81.22,300000,Average,Operations
CLG0098,97,7.34,7.49,10,No,7,1,4,No,Male,72.09,79.82,56.9,0,Unplaced,Operations
CLG0073,90,5.46,5.1,2,No,8,10,2,No,Female,95.8,98.58,52.18,0,Unplaced,IT
CLG0065,119,8.95,9.04,6,Yes,0,5,2,Yes,Male,98.88,56.82,50.67,1200000,High,Finance
CLG0009,121,5.38,5.01,4,No,5,5,0,No,Male,94.37,78.42,66.23,0,Unplaced,HR
CLG0042,90,5.34,5.24,5,No,3,2,5,No,Male,64.4,89.91,53.7,0,Unplaced,Finance
CLG0066,72,7.69,7.76,9,No,10,5,1,No,Male,97.9,76.28,90.19,0,Unplaced,IT
CLG0086,115,5.8,5.86,9,Yes,7,7,0,No,Female,76.93,54.55,99.87,0,Unplaced,HR
CLG0089,89,5.04,4.66,4,Yes,0,4,5,No,Female,60.37,79.14,53.07,0,Unplaced,Operations
CLG0051,111,7.12,6.65,8,Yes,4,2,5,No,Male,77.7,80.59,71.64,0,Unplaced,IT
CLG0078,70,5.69,5.99,5,Yes,0,5,1,No,Female,61.84,86.44,51.29,0,Unplaced,Operations
CLG0099,113,5.8,6.03,9,Yes,3,6,2,No,Male,81.76,88.06,56.7,0,Unplaced,Marketing
CLG0080,81,5.38,4.96,2,Yes,1,8,2,No,Male,73.54,88.54,66.15,0,Unplaced,IT
CLG0019,110,6.03,5.66,4,No,9,9,5,No,Female,78.94,83.17,69.68,0,Unplaced,Marketing
CLG0031,100,8.58,8.97,3,No,8,10,4,Yes,Male,84.53,60.79,96.99,300000,Average,IT
CLG0066,85,9.04,9.31,7,Yes,1,8,0,No,Male,94.75,70.21,69.79,0,Unplaced,IT
CLG0032,93,7.26,7.76,2,Yes,3,7,4,No,Female,86.48,88.81,74.81,0,Unplaced,Marketing
CLG0100,110,7.53,7.28,3,No,2,9,3,No,Male,77.36,97.67,62.28,0,Unplaced,HR
CLG0075,101,5.16,5.15,9,No,0,9,2,No,Male,92.78,53.95,50.01,0,Unplaced,Finance
CLG0008,108,5.35,5.09,8,No,0,6,5,No,Male,96.22,76.78,94.97,0,Unplaced,Operations
CLG0069,129,6.29,6.41,2,No,1,3,5,No,Male,64.79,65.63,54.09,0,Unplaced,IT
CLG0098,76,7.72,7.34,6,Yes,7,8,4,No,Female,81.28,61.27,98.21,0,Unplaced,Operations
CLG0032,124,8.7,8.33,3,No,1,3,3,Yes,Female,71.38,75.29,56.54,800000,Unplaced,Marketing
CLG0047,101,8.03,7.6,6,No,0,1,1,No,Female,61.88,80.3,80.24,0,Unplaced,Operations
CLG0070,86,6.96,7.15,5,No,5,4,0,No,Male,86.74,50.49,99.97,0,Unplaced,Marketing
CLG0008,80,5.59,5.58,10,No,0,9,3,No,Male,94.51,89.01,56.92,0,Unplaced,Operations
CLG0034,97,8.9,9.02,4,No,9,8,0,No,Female,66.52,90.99,71.2,0,Unplaced,Finance
CLG0004,113,6.82,7.2,7,No,8,6,2,No,Male,92.5,98.28,89.02,0,Unplaced,Finance
CLG0036,98,8.68,8.92,10,No,5,3,5,No,Male,94.14,59.03,51.61,0,Unplaced,Finance
CLG0044,122,7.56,7.52,7,No,9,3,1,No,Male,96.57,79.73,84.49,0,Unplaced,Finance
CLG0025,78,8.69,9.17,4,No,5,7,2,No,Male,70.61,71.33,54.02,0,Unplaced,Finance
CLG0026,99,9.54,9.5,3,No,0,5,3,No,Female,96.16,66.74,61.83,0,Unplaced,Finance
CLG0033,81,9.61,9.22,4,No,6,3,1,No,Female,72.83,78.28,58.0,0,Unplaced,Marketing
CLG0009,105,7.68,8.17,2,Yes,2,1,3,No,Female,82.09,89.12,95.37,0,Unplaced,IT
CLG0047,113,7.56,7.08,4,No,0,9,0,No,Male,62.02,51.15,59.02,0,Unplaced,Operations
CLG0072,93,6.33,6.38,4,Yes,8,5,2,No,Female,61.76,98.47,52.02,0,Unplaced,Finance
CLG0017,60,9.68,9.49,5,Yes,7,7,0,No,Female,88.81,90.49,79.38,0,Unplaced,Marketing
CLG0015,102,7.29,7.29,1,Yes,3,10,1,No,Male,77.78,87.56,67.31,0,Unplaced,Marketing
CLG0042,106,5.64,5.7,2,Yes,2,9,4,No,Male,70.25,88.02,70.29,0,Unplaced,Marketing
CLG0054,106,7.16,6.9,8,Yes,1,4,0,No,Female,67.62,69.45,55.95,0,Unplaced,IT
CLG0013,118,5.64,5.7,8,Yes,1,5,1,No,Female,86.8,87.58,87.41,0,Unplaced,Operations
CLG0050,83,7.51,7.77,8,No,10,3,1,No,Female,60.02,69.34,80.08,0,Unplaced,IT
CLG0044,110,7.81,7.58,5,Yes,2,7,3,No,Female,92.24,94.94,68.21,0,Unplaced,HR
CLG0003,117,6.69,6.57,8,Yes,0,1,0,No,Male,63.17,58.86,58.58,0,Unplaced,Marketing
CLG0053,73,5.36,5.13,9,No,9,8,2,No,Female,67.66,64.62,79.67,0,Unplaced,HR
CLG0056,104,9.72,10.04,4,No,6,3,0,No,Female,75.45,77.57,88.93,0,Unplaced,Finance
CLG0054,92,8.87,9.09,4,Yes,1,4,3,No,Male,79.39,65.96,65.62,0,Unplaced,Finance
CLG0057,98,9.19,9.56,7,No,5,10,1,No,Female,74.2,71.21,51.29,0,Unplaced,IT
CLG0012,105,6.83,6.5,5,No,5,4,2,No,Male,72.83,74.62,60.72,0,Unplaced,Operations
CLG0093,92,8.8,8.37,10,Yes,10,7,4,No,Male,98.56,92.82,84.12,0,Unplaced,HR
CLG0059,89,7.43,7.05,1,No,3,7,5,No,Male,85.66,76.16,99.45,0,Unplaced,Operations
CLG0065,100,6.01,5.67,8,No,3,4,2,No,Female,60.94,68.12,50.67,0,Unplaced,IT
CLG0096,83,5.62,5.65,4,No,0,6,5,No,Female,77.21,62.39,65.31,0,Unplaced,Finance
CLG0037,83,6.73,7.2,8,Yes,10,8,0,No,Male,95.0,70.43,53.1,0,Unplaced,Operations
CLG0020,110,5.69,5.55,2,Yes,5,10,2,No,Female,72.06,75.79,65.82,0,Unplaced,Operations
CLG0072,82,9.99,10.45,4,Yes,7,4,0,No,Female,63.78,87.31,70.3,0,Unplaced,Finance
CLG0037,109,5.25,4.79,2,Yes,9,1,2,No,Male,90.34,56.05,96.04,0,Unplaced,HR
CLG0031,106,7.21,7.64,5,Yes,3,7,0,No,Male,84.24,61.08,54.03,0,Unplaced,Finance
CLG0095,74,7.26,6.94,10,No,0,2,5,No,Female,82.81,68.98,88.86,0,Unplaced,Operations
CLG0025,89,6.5,6.91,10,No,3,3,1,No,Male,62.14,68.02,69.78,0,Unplaced,HR
CLG0050,117,7.86,7.42,8,No,1,8,1,No,Female,65.62,69.59,90.56,0,Unplaced,HR
CLG0049,85,5.75,6.2,7,Yes,3,2,0,No,Female,84.9,89.68,75.67,0,Unplaced,Finance
CLG0008,93,8.92,8.62,5,Yes,7,2,0,No,Female,68.31,66.21,51.96,0,Unplaced,Operations
CLG0094,106,6.66,6.46,7,No,2,4,4,No,Female,80.16,75.09,97.31,0,Unplaced,IT
CLG0094,111,7.96,7.95,5,No,4,6,0,No,Male,81.8,81.2,54.14,0,Unplaced,Operations
CLG0091,96,8.58,8.46,7,No,9,10,3,Yes,Male,71.34,61.61,79.88,1200000,High,Marketing
CLG0035,91,9.45,9.62,4,No,10,2,5,No,Male,97.94,85.93,93.88,0,Unplaced,IT
CLG0013,121,9.18,9.65,4,Yes,1,9,0,Yes,Male,93.7,77.36,53.99,1000000,High,HR
CLG0021,126,8.04,8.15,10,Yes,8,2,1,No,Female,88.89,72.34,77.69,0,Unplaced,IT
CLG0073,114,6.94,7.16,4,No,2,9,2,Yes,Female,63.12,90.49,91.21,1000000,High,HR
CLG0024,101,7.52,7.11,8,No,0,7,1,No,Male,64.25,62.17,99.32,0,Unplaced,HR
CLG0048,87,8.84,8.97,1,Yes,6,3,3,No,Female,79.71,94.16,86.22,0,Unplaced,IT
CLG0033,87,9.39,9.34,10,Yes,10,9,2,Yes,Female,66.43,78.05,63.92,1200000,High,HR
CLG0001,107,5.52,5.91,5,Yes,4,9,1,No,Female,99.13,80.46,84.98,0,Unplaced,HR
CLG0072,106,6.92,6.81,10,Yes,8,6,0,No,Male,66.34,93.75,85.29,0,Unplaced,Marketing
CLG0003,121,8.88,9.06,2,No,2,2,5,Yes,Male,79.5,90.88,85.0,800000,Unplaced,Operations
CLG0014,109,7.16,6.89,10,Yes,10,7,0,No,Male,74.56,80.08,92.71,0,Unplaced,Operations
CLG0014,77,6.66,6.42,4,No,0,4,2,No,Female,85.58,87.66,54.37,0,Unplaced,Marketing
CLG0049,115,7.06,6.94,5,No,6,4,5,No,Male,65.16,71.67,55.42,0,Unplaced,IT
CLG0033,85,8.01,7.81,8,No,7,7,4,No,Male,77.21,77.37,82.03,0,Unplaced,Finance
CLG0004,94,10.0,9.75,2,No,10,5,3,No,Male,70.99,53.1,97.69,0,Unplaced,Finance
CLG0038,103,7.46,7.01,2,No,1,1,1,No,Male,95.51,54.49,73.29,0,Unplaced,Finance
CLG0025,129,6.04,6.38,2,No,1,3,1,No,Male,61.62,91.47,98.03,0,Unplaced,Marketing
CLG0047,146,5.81,5.37,8,Yes,8,7,3,No,Male,96.55,52.98,96.9,0,Unplaced,Marketing
CLG0013,109,5.21,5.6,3,Yes,3,9,1,No,Female,93.32,58.47,95.15,0,Unplaced,HR
CLG0039,97,7.79,7.42,5,No,0,9,2,No,Female,71.9,89.79,95.49,0,Unplaced,Finance
CLG0025,108,7.72,7.29,2,Yes,8,7,4,No,Male,91.57,50.06,94.92,0,Unplaced,IT
CLG0073,113,6.03,6.09,6,Yes,8,5,2,No,Male,61.25,64.12,90.99,0,Unplaced,IT
CLG0043,95,8.48,8.48,10,No,5,4,4,No,Female,98.67,79.2,84.75,0,Unplaced,Finance
CLG0038,126,8.71,8.7,6,No,5,9,5,Yes,Female,81.06,79.77,51.22,1200000,High,Finance
CLG0035,103,6.3,6.37,2,No,8,6,0,No,Male,72.13,88.86,56.61,0,Unplaced,Finance
CLG0093,107,6.72,6.51,4,No,1,10,4,No,Male,74.5,75.3,56.71,0,Unplaced,Marketing
CLG0055,109,9.95,10.11,2,Yes,8,2,4,No,Male,62.66,75.47,51.18,0,Unplaced,Marketing
CLG0050,106,6.87,6.87,10,Yes,3,3,4,No,Male,99.57,86.27,55.84,0,Unplaced,Marketing
CLG0078,112,8.8,8.63,4,No,3,7,1,No,Female,61.57,74.93,95.99,0,Unplaced,Operations
CLG0034,90,7.26,7.59,7,No,8,4,4,No,Male,86.2,80.42,83.19,0,Unplaced,IT
CLG0025,91,8.97,9.2,5,Yes,6,7,3,No,Male,77.71,94.89,65.6,0,Unplaced,IT
CLG0042,83,8.85,8.74,10,No,9,5,0,No,Male,97.96,70.07,89.67,0,Unplaced,HR
CLG0092,106,8.34,8.69,4,No,4,1,0,No,Male,69.84,69.26,74.42,0,Unplaced,Marketing
CLG0051,111,9.27,9.69,10,No,7,10,1,Yes,Female,81.28,50.18,57.11,1200000,High,Operations
CLG0094,106,9.7,9.74,10,No,0,3,2,No,Female,79.29,80.67,94.23,0,Unplaced,Operations
CLG0037,125,7.9,7.61,3,Yes,6,9,3,Yes,Female,88.11,51.49,66.93,600000,Unplaced,IT
CLG0066,99,6.19,6.61,6,No,3,4,2,No,Male,62.72,75.21,84.94,0,Unplaced,Marketing
CLG0085,110,6.99,6.68,2,No,1,5,4,No,Male,67.75,90.21,64.53,0,Unplaced,HR
CLG0034,83,8.79,8.34,4,No,1,2,2,No,Female,68.58,77.5,75.0,0,Unplaced,Marketing
CLG0083,94,8.25,8.08,8,No,10,10,3,Yes,Male,89.53,63.48,90.81,400000,Average,Finance
CLG0038,110,5.89,6.12,2,No,8,8,1,No,Male,67.57,89.31,57.84,0,Unplaced,Marketing
CLG0031,112,5.26,5.68,9,Yes,5,1,1,No,Female,82.94,63.49,98.86,0,Unplaced,Finance
CLG0026,95,8.41,8.55,2,Yes,10,4,4,No,Female,68.61,86.65,53.51,0,Unplaced,Finance
CLG0076,98,6.26,6.71,8,No,3,6,3,No,Female,94.46,80.51,76.7,0,Unplaced,HR
CLG0094,77,7.5,7.09,8,Yes,1,8,1,No,Female,97.69,58.5,95.8,0,Unplaced,IT
CLG0026,94,8.73,8.29,7,Yes,6,4,4,No,Male,80.74,95.26,97.28,0,Unplaced,Marketing
CLG0063,113,7.81,7.91,10,No,8,2,2,No,Male,74.09,60.03,61.61,0,Unplaced,Finance
CLG0048,108,5.42,5.89,6,No,1,4,3,No,Female,69.36,99.48,57.2,0,Unplaced,Marketing
CLG0095,107,5.93,5.93,1,No,3,1,1,No,Male,61.99,50.37,86.22,0,Unplaced,IT
CLG0079,100,6.1,5.65,2,Yes,0,8,3,No,Female,70.74,63.17,52.1,0,Unplaced,IT
CLG0010,100,6.29,6.01,7,Yes,0,9,1,No,Female,86.17,59.99,74.26,0,Unplaced,Operations
CLG0036,90,7.83,7.57,4,Yes,2,3,5,No,Male,81.34,50.7,89.82,0,Unplaced,IT
CLG0040,110,7.52,7.36,9,No,0,8,1,No,Female,97.76,86.62,78.01,0,Unplaced,HR
CLG0026,106,6.02,5.56,3,No,3,9,3,No,Male,75.85,84.67,59.4,0,Unplaced,Finance
CLG0009,107,5.34,5.74,4,Yes,5,8,1,No,Male,87.75,89.62,74.35,0,Unplaced,Operations
CLG0053,92,5.86,5.88,3,Yes,4,2,2,No,Male,79.57,62.83,96.06,0,Unplaced,HR
CLG0081,67,9.92,10.09,7,Yes,8,2,4,No,Male,80.5,72.22,80.86,0,Unplaced,Marketing
CLG0070,116,7.34,6.91,2,No,10,10,5,Yes,Female,70.71,82.96,86.07,300000,Average,Finance
CLG0086,92,9.34,8.89,10,Yes,1,4,0,No,Male,78.2,71.99,66.81,0,Unplaced,IT
CLG0080,87,9.24,9.33,2,Yes,1,1,3,No,Female,78.83,84.87,59.42,0,Unplaced,Finance
CLG0086,110,7.56,7.95,2,Yes,2,3,3,No,Female,88.27,81.7,62.78,0,Unplaced,Marketing
CLG0053,94,8.53,8.56,4,No,3,4,4,No,Female,97.63,55.73,76.66,0,Unplaced,Operations
CLG0039,115,5.96,6.34,8,Yes,8,2,2,No,Female,73.17,89.05,64.01,0,Unplaced,Operations
CLG0061,109,8.44,8.75,8,Yes,10,7,0,No,Male,61.69,86.03,77.1,0,Unplaced,Operations
CLG0052,110,6.36,5.94,8,Yes,5,10,2,No,Male,79.85,82.79,85.39,0,Unplaced,IT
CLG0068,79,9.16,8.86,8,Yes,8,3,3,No,Female,81.78,57.75,86.72,0,Unplaced,HR
CLG0068,118,5.42,5.58,7,No,4,7,0,No,Female,66.74,63.4,58.23,0,Unplaced,HR
CLG0073,103,8.87,8.81,6,Yes,8,7,1,No,Male,90.42,69.66,87.52,0,Unplaced,Finance
CLG0078,94,5.5,5.29,7,No,8,9,5,No,Female,99.4,64.0,83.63,0,Unplaced,IT
CLG0042,102,9.41,9.33,5,No,0,4,3,No,Male,97.83,61.39,50.6,0,Unplaced,Operations
CLG0090,73,6.52,6.47,8,No,8,4,2,No,Female,67.88,90.27,52.94,0,Unplaced,Operations
CLG0067,106,8.27,8.68,2,Yes,6,1,4,No,Male,95.01,81.91,82.31,0,Unplaced,Marketing
CLG0096,84,7.44,7.04,5,Yes,10,6,1,No,Female,88.18,78.27,69.19,0,Unplaced,Marketing
CLG0075,79,6.83,6.61,7,No,7,6,0,No,Female,78.15,61.3,57.31,0,Unplaced,Operations
CLG0051,77,8.23,8.27,9,No,2,7,3,No,Male,81.62,95.9,52.22,0,Unplaced,Operations
CLG0003,116,9.74,9.94,10,No,0,9,4,Yes,Female,93.98,59.56,57.97,1200000,High,IT
CLG0013,90,5.21,5.34,1,No,3,10,4,No,Female,79.21,89.75,97.88,0,Unplaced,HR
CLG0013,123,9.59,10.03,9,No,0,10,2,Yes,Male,74.93,98.33,86.38,400000,Average,Marketing
CLG0061,91,8.05,8.35,3,Yes,0,10,5,Yes,Female,79.73,86.35,76.39,300000,Average,HR
CLG0024,74,9.04,9.1,1,Yes,3,9,4,Yes,Male,83.17,99.64,97.08,1000000,High,IT
CLG0020,83,6.92,6.63,7,No,7,5,2,No,Male,67.56,82.55,80.96,0,Unplaced,Operations
CLG0074,118,7.36,7.31,3,No,0,2,0,No,Female,96.04,60.87,86.28,0,Unplaced,HR
CLG0087,97,9.34,9.53,8,No,9,1,3,No,Female,86.97,60.19,64.13,0,Unplaced,Operations
CLG0097,91,7.07,7.41,2,No,9,2,0,No,Female,85.33,66.23,79.45,0,Unplaced,Operations
CLG0055,102,7.67,8.13,4,No,8,2,5,No,Female,63.98,50.36,57.17,0,Unplaced,Finance
CLG0035,107,5.1,5.21,2,No,5,1,2,No,Female,84.17,84.08,70.22,0,Unplaced,HR
CLG0078,116,5.79,5.82,4,Yes,4,8,0,No,Female,64.84,63.43,51.66,0,Unplaced,HR
CLG0080,121,8.21,7.73,1,No,8,3,3,No,Female,63.15,90.76,60.83,0,Unplaced,Operations
CLG0030,94,8.58,8.15,10,Yes,8,10,3,Yes,Male,81.09,67.96,53.74,400000,Average,IT
CLG0083,80,7.91,7.57,5,No,8,10,4,No,Female,76.11,74.0,69.39,0,Unplaced,Finance
CLG0033,93,5.72,5.27,3,Yes,2,8,5,No,Male,83.55,98.28,92.15,0,Unplaced,Operations
CLG0041,103,7.23,7.13,9,No,7,6,2,No,Female,63.57,62.11,68.9,0,Unplaced,Marketing
CLG0066,85,6.78,6.62,4,No,9,1,0,No,Female,77.24,86.06,91.58,0,Unplaced,Marketing
CLG0049,85,7.48,7.62,6,No,3,7,4,No,Male,66.99,87.76,82.82,0,Unplaced,Finance
CLG0008,105,9.35,9.39,9,Yes,3,3,4,No,Female,99.48,61.05,75.48,0,Unplaced,IT
